POÇO ANP;BLOCO;BACIA;BACIAS AGRUPADAS;ESTADO;AMBIENTE;OPERADOR;INÍCIO DA PERFURAÇÃO;CONCLUSÃO DO POÇO;PROFUNDIDADE FINAL (m);ATINGIU PRÉ-SAL?;NOTIFICAÇÃO DE DESCOBERTA ?;DATA DA 1ª DESCOBERTA;FLUIDO NOTIFICAÇÃO DESCOBERTA
1-BRSA-697-RN;POT-T-706;Potiguar;Maduras;RN;TERRA;Petrobras;23/12/2008;15/07/2009;417;Não;Sim;26/12/2008;Petróleo
1-BRSA-710-RNS;BM-POT-11;Potiguar;Margem Equatorial;RN;MAR;Petrobras;10/02/2009;16/07/2009;3529;Não;Sim;06/06/2009;Gás e Petróleo
3-BRSA-755-RJS;BM-S-11;Santos;Margem Leste;RJ;MAR;Petrobras;16/07/2009;16/07/2009;2216;Não;Não;;
1-BRSA-738-AM;BT-SOL-1;Solimões;Nova Fronteira;AM;TERRA;Petrobras;01/06/2009;20/07/2009;2513;Não;Não;;
1-BRSA-757-SPS;BM-S-17;Santos;Margem Leste;SP;MAR;Petrobras;23/07/2009;24/07/2009;2351;Não;Não;;
1-SMAR-3-BA;REC-T-138;Recôncavo;Maduras;BA;TERRA;Silver Marlin;24/11/2008;26/07/2009;1840;Não;Não;;
1-BRSA-718-ES;BT-ES-15;Espírito Santo;Maduras;ES;TERRA;Petrobras;20/03/2009;28/07/2009;2121;Não;Sim;07/04/2009;Petróleo
1-BRSA-731-ES;ES-T-364;Espírito Santo;Maduras;ES;TERRA;Petrobras;11/05/2009;30/07/2009;927;Não;Sim;28/05/2009;Petróleo
1-BRSA-748-BAS;BCAM-40;Camamu;Margem Leste;BA;MAR;Petrobras;25/06/2009;05/08/2009;2400;Não;Não;;
1-REPF-4-SPS;S-M-789;Santos;Margem Leste;SP;MAR;Repsol Sinopec;07/05/2009;11/08/2009;5050;Não;Sim;25/07/2009;Gás e Petróleo
1-VITA-2-ES;ES-T-391;Espírito Santo;Maduras;ES;TERRA;Vitória Ambiental;13/07/2008;11/08/2009;1357;Não;Sim;06/08/2008;Gás e Petróleo
4-BG-7-SPS;S-M-508;Santos;Margem Leste;SP;MAR;BG Brasil;15/05/2009;13/08/2009;6131;Sim;Não;;
1-ALV-1-BA;REC-T-129;Recôncavo;Maduras;BA;TERRA;Alvorada;09/07/2009;20/08/2009;2356;Não;Sim;16/08/2009;Petróleo
1-MRK-2-SPS;BM-S-29;Santos;Margem Leste;SP;MAR;Maersk;16/08/2009;23/08/2009;;Não;Não;;
1-BRSA-729-MAS;BM-BAR-1;Barreirinhas;Margem Equatorial;MA;MAR;Petrobras;24/04/2009;02/09/2009;5452;Não;Não;;
1-BRSA-680-RN;POT-T-605;Potiguar;Maduras;RN;TERRA;Petrobras;16/11/2008;03/09/2009;2115;Não;Sim;14/12/2008;Petróleo
1-BRSA-734-BAS;BM-CAL-5;Almada;Margem Leste;BA;MAR;Petrobras;20/05/2009;07/09/2009;4015;Não;Sim;04/07/2009;Gás
1-ODB-1-RN;POT-T-612;Potiguar;Maduras;RN;TERRA;3R RNCE;08/01/2009;07/09/2009;3264;Não;Não;;
1-BRSA-489D-RN;BT-POT-8;Potiguar;Maduras;RN;TERRA;Petrobras;13/04/2007;11/09/2009;4609;Não;Não;;
1-VITA-6-ES;ES-T-391;Espírito Santo;Maduras;ES;TERRA;Vipetro;23/08/2009;23/09/2009;1428;Não;Sim;16/09/2009;Petróleo
3-BRSA-745-RN;POT-T-479;Potiguar;Maduras;RN;TERRA;Petrobras;23/06/2009;01/10/2009;2484;Não;Sim;02/08/2009;Petróleo
1-BRSA-683-ESS;ES-M-523;Espírito Santo;Margem Leste;ES;MAR;Petrobras;26/11/2008;04/10/2009;5444;Não;Não;;
1-BRSA-764-CE;BT-POT-8;Potiguar;Maduras;CE;TERRA;Petrobras;25/08/2009;04/10/2009;1740;Não;Não;;
1-BRSA-761-RJS;C-M-299;Campos;Margem Leste;RJ;MAR;Petrobras;13/08/2009;06/10/2009;3031;Não;Sim;28/09/2009;Petróleo
1-BRSA-573-BA;ES-T-88;Mucuri;Maduras;BA;TERRA;Petrobras;09/01/2008;07/10/2009;747;Não;Sim;18/01/2008;Petróleo
1-BRSA-584D-BA;ES-T-68;Mucuri;Maduras;BA;TERRA;Petrobras;12/02/2008;07/10/2009;1131;Não;Sim;11/03/2008;Petróleo
4-BRSA-690-BA;ES-T-88;Mucuri;Maduras;BA;TERRA;Petrobras;07/12/2008;07/10/2009;1071;Não;Sim;22/12/2008;Petróleo
1-BRSA-673-RN;BT-POT-9;Potiguar;Maduras;RN;TERRA;Petrobras;21/10/2008;09/10/2009;2502;Não;Sim;01/12/2008;Petróleo
3-NORD-3-SE;SEAL-T-430;Sergipe;Maduras;SE;TERRA;Nord;07/08/2009;15/10/2009;1216;Não;Sim;28/09/2009;Petróleo
1-ALV-2-BA;REC-T-155;Recôncavo;Maduras;BA;TERRA;Alvorada;27/08/2009;17/10/2009;2237;Não;Sim;13/10/2009;Petróleo
1-OGX-1-RJS;C-M-621;Campos;Margem Leste;RJ;MAR;PRIO;17/09/2009;17/10/2009;2347;Não;Sim;06/10/2009;Gás e Petróleo
4-BRSA-730-ES;ES-T-383;Espírito Santo;Maduras;ES;TERRA;Petrobras;04/05/2009;23/10/2009;1752;Não;Sim;29/05/2009;Gás e Petróleo
1-VITA-7-ES;ES-T-391;Espírito Santo;Maduras;ES;TERRA;Vipetro;01/10/2009;26/10/2009;1300;Não;Sim;24/10/2009;Petróleo
4-BRSA-771-ES;ES-T-383;Espírito Santo;Maduras;ES;TERRA;Petrobras;10/10/2009;01/11/2009;1778;Não;Sim;29/10/2009;Petróleo
1-OGX-2-RJS;C-M-592;Campos;Margem Leste;RJ;MAR;PRIO;21/10/2009;08/11/2009;1903;Não;Não;;
3-BRSA-608-RN;POT-T-700;Potiguar;Maduras;RN;TERRA;Petrobras;30/04/2008;12/11/2009;2350;Não;Sim;31/05/2008;Gás e Petróleo
3-BRSA-759-RN;POT-T-480;Potiguar;Maduras;RN;TERRA;Petrobras;29/07/2009;12/11/2009;2817;Não;Sim;10/09/2009;Gás e Petróleo
1-BRSA-783-ESS;ES-M-468;Espírito Santo;Margem Leste;ES;MAR;Petrobras;11/11/2009;14/11/2009;1557;Não;Não;;
1-BRSA-733-ES;BT-ES-15;Espírito Santo;Maduras;ES;TERRA;Petrobras;15/05/2009;15/11/2009;2418;Não;Sim;17/06/2009;Petróleo
3-ENI-8-RJS;BM-S-4;Santos;Margem Leste;RJ;MAR;Eni Oil;29/05/2009;16/11/2009;6040;Não;Sim;21/07/2009;Gás
1-AURI-14-RN;POT-T-614;Potiguar;Maduras;RN;TERRA;Aurizônia Petróleo;24/11/2005;19/11/2009;872;Não;Não;;
1-BRSA-719-ESS;ES-M-414;Espírito Santo;Margem Leste;ES;MAR;Petrobras;22/03/2009;23/11/2009;5574;Não;Sim;23/05/2009;Gás
1-BRSA-732D-RNS;BM-POT-13;Potiguar;Margem Equatorial;RN;MAR;Petrobras;12/05/2009;29/11/2009;4400;Não;Sim;01/11/2009;Gás e Petróleo
4-BRSA-711-RJS;BM-S-11;Santos;Margem Leste;RJ;MAR;Petrobras;22/02/2009;01/12/2009;5799;Sim;Sim;04/06/2009;Petróleo
1-REPF-5-RJS;C-M-539;Campos;Margem Leste;RJ;MAR;Repsol Sinopec;30/09/2009;07/12/2009;5402;Sim;Não;;
1-COMP-1-CE;POT-T-208;Potiguar;Maduras;CE;TERRA;Imetame;29/11/2009;08/12/2009;525;Não;Não;;
1-VITA-8-ES;ES-T-391;Espírito Santo;Maduras;ES;TERRA;Vipetro;20/11/2009;13/12/2009;1404;Não;Sim;12/12/2009;Petróleo
1-BRSA-502-BA;BT-REC-7;Recôncavo;Maduras;BA;TERRA;Petrobras;01/06/2007;15/12/2009;3042;Não;Sim;17/07/2007;Gás e Petróleo
1-APL-2-ESS;C-M-101;Campos;Margem Leste;ES;MAR;Anadarko;03/09/2009;20/12/2009;5815;Sim;Sim;22/11/2009;Petróleo
1-BRSA-787D-BA;REC-T-181;Recôncavo;Maduras;BA;TERRA;Petrobras;01/12/2009;21/12/2009;1615;Não;Não;;
1-BRSA-753D-RN;TZI_OP;Potiguar;Maduras;RN;TERRA;Petrobras;18/07/2009;22/12/2009;3570;Não;Sim;28/09/2009;Petróleo
1-DEV-15-ESS;C-M-61;Campos;Margem Leste;ES;MAR;BP Energy;02/11/2009;27/12/2009;4950;Sim;Sim;14/12/2009;Petróleo
1-AURI-13-RN;POT-T-402;Potiguar;Maduras;RN;TERRA;Aurizônia Petróleo;16/11/2005;30/12/2009;1195;Não;Não;;
1-BRSA-768-BAS;BM-J-3;Jequitinhonha;Margem Leste;BA;MAR;Petrobras;18/09/2009;31/12/2009;5200;Não;Sim;23/12/2009;Petróleo
1-SMAR-5-SE;SEAL-T-467;Sergipe;Maduras;SE;TERRA;Silver Marlin;08/05/2009;31/12/2009;;Não;Não;;
1-BRSA-754D-BA;BT-REC-7;Recôncavo;Maduras;BA;TERRA;Petrobras;19/07/2009;04/01/2010;3057;Não;Sim;02/09/2009;Gás
1-BRSA-780-SPS;S-M-405;Santos;Margem Leste;SP;MAR;Petrobras;07/11/2009;07/01/2010;4222;Não;Não;;
3-BRSA-775-RN;POT-T-700;Potiguar;Maduras;RN;TERRA;Petrobras;19/10/2009;08/01/2010;2110;Não;Sim;29/11/2009;Petróleo
1-VITA-9-ES;ES-T-391;Espírito Santo;Maduras;ES;TERRA;Vipetro;21/12/2009;21/01/2010;1339;Não;Sim;18/01/2010;Petróleo
1-BRSA-758-ES;BT-ES-14;Espírito Santo;Maduras;ES;TERRA;Petrobras;24/07/2009;23/01/2010;2376;Não;Sim;13/08/2009;Petróleo
1-OGX-4-RJS;C-M-620;Campos;Margem Leste;RJ;MAR;PRIO;26/12/2009;25/01/2010;3467;Não;Sim;08/01/2010;Petróleo
1-BRSA-798-SPS;S-M-1356;Santos;Margem Leste;SP;MAR;Petrobras;14/01/2010;13/02/2010;2846;Não;Não;;
6-BRSA-802-ES;CCNS;Espírito Santo;Maduras;ES;TERRA;Petrobras;28/01/2010;20/02/2010;1068;Não;Sim;10/02/2010;Gás e Petróleo
1-OGX-5-RJS;C-M-621;Campos;Margem Leste;RJ;MAR;PRIO;27/12/2009;21/02/2010;4100;Sim;Sim;21/01/2010;Petróleo
1-VITA-10-ES;ES-T-392;Espírito Santo;Maduras;ES;TERRA;Vipetro;29/01/2010;21/02/2010;1628;Não;Sim;18/02/2010;Petróleo
6-REPF-6P-RJS;C-M-539;Campos;Margem Leste;RJ;MAR;Repsol Sinopec;09/12/2009;22/02/2010;6586;Sim;Sim;09/01/2010;Gás e Petróleo
1-OGX-3-RJS;C-M-592;Campos;Margem Leste;RJ;MAR;PRIO;16/11/2009;25/02/2010;4084;Sim;Sim;16/12/2009;Petróleo
1-OGX-7-RJS;C-M-620;Campos;Margem Leste;RJ;MAR;PRIO;12/02/2010;25/02/2010;1410;Não;Não;;
1-BRSA-801-BA;REC-T-168;Recôncavo;Maduras;BA;TERRA;Petrobras;16/01/2010;10/03/2010;2202;Não;Não;;
1-BRSA-756-RNS;BM-POT-11;Potiguar;Margem Equatorial;RN;MAR;Petrobras;21/07/2009;11/03/2010;3519;Não;Sim;03/12/2009;Gás e Petróleo
1-DEV-16-RJS;C-M-473;Campos;Margem Leste;RJ;MAR;BP Energy;04/02/2010;14/03/2010;5459;Não;Não;;
1-BRSA-739-ES;BT-ES-14;Espírito Santo;Maduras;ES;TERRA;Petrobras;13/06/2009;15/03/2010;3021;Não;Sim;17/07/2009;Petróleo
4-BRSA-790-ES;CCNS;Espírito Santo;Maduras;ES;TERRA;Petrobras;07/12/2009;21/03/2010;1557;Não;Sim;29/12/2009;Petróleo
1-BRSA-769-AM;SOL-T-171;Solimões;Nova Fronteira;AM;TERRA;Petrobras;30/09/2009;22/03/2010;3485;Não;Sim;12/01/2010;Petróleo
3-OGX-9D-RJS;C-M-621;Campos;Margem Leste;RJ;MAR;PRIO;26/02/2010;25/03/2010;2828;Não;Não;;
1-BRSA-796-ESS;ES-M-592;Espírito Santo;Margem Leste;ES;MAR;Petrobras;04/01/2010;31/03/2010;5669;Não;Não;;
1-OGX-6-RJS;C-M-592;Campos;Margem Leste;RJ;MAR;PRIO;02/02/2010;01/04/2010;3604;Sim;Sim;04/03/2010;Petróleo
1-BRSA-819-ESS;BM-ES-5;Espírito Santo;Margem Leste;ES;MAR;Petrobras;01/04/2010;07/04/2010;1046;Não;Não;;
3-BRSA-795-RJS;BM-S-11;Santos;Margem Leste;RJ;MAR;Petrobras;03/01/2010;11/04/2010;5602;Sim;Sim;03/04/2010;Petróleo
1-PSY-18-BA;REC-T-153;Recôncavo;Maduras;BA;TERRA;Petrosynergy;17/02/2010;12/04/2010;2520;Não;Sim;06/04/2010;Petróleo
1-BRSA-797-RJS;C-M-333;Campos;Margem Leste;RJ;MAR;Petrobras;08/01/2010;24/04/2010;2078;Não;Sim;22/02/2010;Petróleo
1-OGX-8-RJS;C-M-592;Campos;Margem Leste;RJ;MAR;PRIO;25/02/2010;24/04/2010;4110;Sim;Sim;23/03/2010;Petróleo
1-BRSA-789-ESS;ES-M-525;Espírito Santo;Margem Leste;ES;MAR;Petrobras;07/12/2009;25/04/2010;5209;Não;Sim;06/03/2010;Gás e Petróleo
1-CW-1-ES;ES-T-400;Espírito Santo;Maduras;ES;TERRA;Cowan Petróleo e Gás;14/04/2010;27/04/2010;1306;Não;Sim;30/04/2010;Petróleo
1-BRSA-812D-BA;REC-T-181;Recôncavo;Maduras;BA;TERRA;Petrobras;06/03/2010;02/05/2010;1650;Não;Sim;31/03/2010;Petróleo
3-STAR-13-RN;POT-T-748;Potiguar;Maduras;RN;TERRA;SHB;11/03/2010;02/05/2010;570;Não;Sim;30/04/2010;Gás e Petróleo
3-STAR-15-RN;POT-T-748;Potiguar;Maduras;RN;TERRA;SHB;30/03/2010;14/05/2010;577;Não;Sim;12/05/2010;Petróleo
1-BRSA-826-ESS;ES-M-468;Espírito Santo;Margem Leste;ES;MAR;Petrobras;14/05/2010;16/05/2010;1587;Não;Não;;
1-CW-2-ES;ES-T-400;Espírito Santo;Maduras;ES;TERRA;Cowan Petróleo e Gás;04/05/2010;16/05/2010;1296;Não;Sim;07/06/2010;Petróleo
1-BRSA-762D-RN;BT-POT-9;Potiguar;Maduras;RN;TERRA;Petrobras;14/08/2009;17/05/2010;3351;Não;Sim;28/10/2009;Petróleo
4-REPF-8-SPS;S-M-673;Santos;Margem Leste;SP;MAR;Repsol Sinopec;07/03/2010;18/05/2010;4740;Não;Sim;07/07/2010;Petróleo
3-BRSA-820-ES;BT-ES-15;Espírito Santo;Maduras;ES;TERRA;Petrobras;04/04/2010;26/05/2010;938;Não;Sim;11/04/2010;Petróleo
3-OGX-13-RJS;C-M-592;Campos;Margem Leste;RJ;MAR;PRIO;05/05/2010;26/05/2010;2428;Não;Sim;23/05/2010;Petróleo
3-STAR-14-RN;POT-T-749;Potiguar;Maduras;RN;TERRA;SHB;15/03/2010;26/05/2010;1370;Não;Sim;25/05/2010;Petróleo
3-STAR-16-RN;POT-T-794;Potiguar;Maduras;RN;TERRA;SHB;01/04/2010;26/05/2010;613;Não;Sim;27/05/2010;Petróleo
1-REPF-7-ESS;ES-M-737;Espírito Santo;Margem Leste;ES;MAR;Repsol Sinopec;25/02/2010;01/06/2010;6943;Sim;Não;;
1-OGX-10-RJS;C-M-620;Campos;Margem Leste;RJ;MAR;PRIO;02/03/2010;04/06/2010;4348;Sim;Sim;03/04/2010;Petróleo
1-CW-3-ES;ES-T-400;Espírito Santo;Maduras;ES;TERRA;Cowan Petróleo e Gás;20/05/2010;09/06/2010;1334;Não;Sim;07/06/2010;Petróleo
3-BRSA-839-RJS;BM-S-11;Santos;Margem Leste;RJ;MAR;Petrobras;15/06/2010;17/06/2010;2673;Não;Não;;
1-UTC-1-RN;BT-POT-10;Potiguar;Maduras;RN;TERRA;Potióleo;19/06/2010;24/06/2010;386;Não;Não;;
3-BRSA-823-RJS;C-M-401;Campos;Margem Leste;RJ;MAR;Petrobras;16/04/2010;05/07/2010;3237;Não;Sim;25/05/2010;Petróleo
1-BRSA-805-RJS;C-M-401;Campos;Margem Leste;RJ;MAR;Petrobras;04/02/2010;07/07/2010;3163;Não;Sim;15/03/2010;Petróleo
4-BRSA-837D-RN;BT-POT-8;Potiguar;Maduras;RN;TERRA;Petrobras;14/06/2010;11/07/2010;2620;Não;Não;;
3-BRSA-821-RJS;BM-S-11;Santos;Margem Leste;RJ;MAR;Petrobras;14/04/2010;13/07/2010;5226;Sim;Sim;22/06/2010;Petróleo
1-OGX-12-SPS;S-M-268;Santos;Margem Leste;SP;MAR;PRIO;29/04/2010;16/07/2010;5074;Sim;Não;;
4-BRSA-814D-RN;TZI_OP;Potiguar;Maduras;RN;TERRA;Petrobras;07/03/2010;20/07/2010;3287;Não;Sim;22/04/2010;Petróleo
4-GALP-34-SE;SEAL-T-412;Sergipe;Maduras;SE;TERRA;Petrogal Brasil;21/06/2010;25/07/2010;1078;Não;Sim;22/07/2010;Petróleo
1-OGX-14-RJS;C-M-499;Campos;Margem Leste;RJ;MAR;PRIO;30/05/2010;27/07/2010;3067;Sim;Sim;26/06/2010;Petróleo
6-DEV-18P-RJS;C-M-471;Campos;Margem Leste;RJ;MAR;BP Energy;22/05/2010;02/08/2010;5600;Sim;Sim;13/07/2010;Petróleo
1-UTC-2-RN;BT-POT-10;Potiguar;Maduras;RN;TERRA;UTC Engenharia;28/06/2010;03/08/2010;970;Não;Sim;07/07/2010;Gás
1-OGX-11D-SPS;S-M-314;Santos;Margem Leste;SP;MAR;PRIO;09/04/2010;10/08/2010;6036;Não;Sim;23/05/2010;Gás
1-OGX-18-RJS;C-M-499;Campos;Margem Leste;RJ;MAR;PRIO;29/07/2010;13/08/2010;2188;Não;Sim;10/08/2010;Petróleo
1-OGX-19-RJS;S-M-270;Santos;Margem Leste;RJ;MAR;PRIO;13/08/2010;20/08/2010;;Não;Não;;
3-BRSA-824D-ES;CCNS;Espírito Santo;Maduras;ES;TERRA;Petrobras;20/04/2010;21/08/2010;1992;Não;Sim;08/06/2010;Petróleo
1-BRSA-835-AM;SOL-T-150;Solimões;Nova Fronteira;AM;TERRA;Petrobras;09/06/2010;22/08/2010;2421;Não;Sim;04/08/2010;Gás
1-OGX-17-RJS;S-M-226;Santos;Margem Leste;RJ;MAR;PRIO;22/07/2010;24/08/2010;3079;Não;Não;;
4-BRSA-852-RJS;C-M-401;Campos;Margem Leste;RJ;MAR;Petrobras;18/07/2010;27/08/2010;2789;Não;Sim;16/08/2010;Petróleo
1-OGX-15-RJS;C-M-592;Campos;Margem Leste;RJ;MAR;PRIO;18/06/2010;31/08/2010;3496;Sim;Sim;17/07/2010;Petróleo
1-APL-3-ESS;C-M-101;Campos;Margem Leste;ES;MAR;Anadarko;22/02/2010;01/09/2010;5200;Sim;Sim;28/08/2010;Petróleo
1-REPF-9-SPS;S-M-506;Santos;Margem Leste;SP;MAR;Repsol Sinopec;22/05/2010;05/09/2010;5830;Não;Não;;
1-BRSA-855-ES;BT-ES-14;Espírito Santo;Maduras;ES;TERRA;Petrobras;22/07/2010;06/09/2010;1953;Não;Não;;
1-PTX-23-RN;POT-T-601;Potiguar;Maduras;RN;TERRA;Mandacaru Energia;03/09/2010;12/09/2010;959;Não;Não;;
1-BRSA-864-SPS;S-M-1354;Santos;Margem Leste;SP;MAR;Petrobras;25/08/2010;18/09/2010;2011;Não;Não;;
3-BRSA-865-RJS;BM-S-11;Santos;Margem Leste;RJ;MAR;Petrobras;30/08/2010;19/09/2010;3187;Não;Não;;
3-GALP-35-SE;SEAL-T-429;Sergipe;Maduras;SE;TERRA;Petrogal Brasil;22/08/2010;19/09/2010;1064;Não;Sim;17/09/2010;Petróleo
1-BRSA-858-RJS;C-M-95;Campos;Margem Leste;RJ;MAR;Petrobras;04/08/2010;23/09/2010;2100;Sim;Não;;
1-BRSA-841-SPS;S-M-613;Santos;Margem Leste;SP;MAR;Petrobras;18/06/2010;01/10/2010;5565;Não;Sim;31/08/2010;Petróleo
1-OGX-16-MA;PN-T-68;Parnaíba;Nova Fronteira;MA;TERRA;Parnaíba Gás Natural;05/07/2010;10/10/2010;3168;Não;Sim;12/08/2010;Gás
1-BRSA-876-SPS;S-M-731;Santos;Margem Leste;SP;MAR;Petrobras;10/10/2010;19/10/2010;234;Não;Não;;
1-ORT-1-MG;SF-T-132;São Francisco;Nova Fronteira;MG;TERRA;Orteng;22/07/2010;20/10/2010;2493;Não;Sim;27/08/2010;Gás
1-REPF-10-SPS;S-M-675;Santos;Margem Leste;SP;MAR;Repsol Sinopec;10/09/2010;27/10/2010;3800;Não;Não;;
4-GALP-36-SE;SEAL-T-429;Sergipe;Maduras;SE;TERRA;Petrogal Brasil;02/10/2010;27/10/2010;1062;Não;Sim;20/10/2010;Petróleo
1-SHEL-23-RJS;S-M-518;Santos;Margem Leste;RJ;MAR;Shell;09/08/2010;14/11/2010;5700;Sim;Sim;25/09/2010;Petróleo
3-BRSA-854-RJS;BM-S-11;Santos;Margem Leste;RJ;MAR;Petrobras;21/07/2010;16/11/2010;5459;Sim;Sim;18/10/2010;Petróleo
3-BRSA-825D-RN;BT-POT-8;Potiguar;Maduras;RN;TERRA;Petrobras;09/05/2010;17/11/2010;3174;Não;Sim;22/06/2010;Petróleo
3-BRSA-891-RJS;BBG;Santos;Margem Leste;RJ;MAR;Petrobras;17/11/2010;19/11/2010;2761;Não;Não;;
1-BRSA-848D-ESS;ES-M-413;Espírito Santo;Margem Leste;ES;MAR;Petrobras;07/07/2010;24/11/2010;3812;Não;Sim;12/11/2010;Petróleo
1-DEV-17-RJS;C-M-471;Campos;Margem Leste;RJ;MAR;BP Energy;15/03/2010;26/11/2010;5000;Sim;Não;;
3-OGX-21D-RJS;C-M-592;Campos;Margem Leste;RJ;MAR;PRIO;28/09/2010;26/11/2010;4165;Sim;Sim;18/10/2010;Petróleo
1-BRSA-878-ESS;ES-M-523;Espírito Santo;Margem Leste;ES;MAR;Petrobras;13/10/2010;08/12/2010;3665;Não;Não;;
1-REPF-11-RJS;C-M-539;Campos;Margem Leste;RJ;MAR;Repsol Sinopec;23/11/2010;12/12/2010;3777;Não;Não;;
1-BRSA-875-SES;SEAL-M-495;Sergipe;Margem Leste;SE;MAR;Petrobras;08/10/2010;22/12/2010;3501;Não;Sim;01/12/2010;Petróleo
1-OGX-24-RJS;S-M-226;Santos;Margem Leste;RJ;MAR;PRIO;30/10/2010;23/12/2010;4750;Não;Não;;
1-OGX-25-RJS;C-M-466;Campos;Margem Leste;RJ;MAR;PRIO;14/11/2010;25/12/2010;2164;Sim;Sim;07/12/2010;Gás e Petróleo
1-BRSA-890-SPS;S-M-792;Santos;Margem Leste;SP;MAR;Petrobras;15/11/2010;27/12/2010;3615;Não;Não;;
1-NORD-4-SE;SEAL-T-430;Sergipe;Maduras;SE;TERRA;Nord;24/12/2009;31/12/2010;;Não;Não;;
1-OGX-29-RJS;C-M-466;Campos;Margem Leste;RJ;MAR;PRIO;29/12/2010;03/01/2011;188;Não;Não;;
1-BRSA-882-ESS;ES-M-594;Espírito Santo;Margem Leste;ES;MAR;Petrobras;25/10/2010;04/01/2011;4675;Não;Sim;15/12/2010;Petróleo
3-BRSA-859D-RN;TZI_OP;Potiguar;Maduras;RN;TERRA;Petrobras;11/08/2010;06/01/2011;4126;Não;Sim;19/12/2010;Gás e Petróleo
3-ESSO-5-SPS;BM-S-22;Santos;Margem Leste;SP;MAR;ExxonMobil Brasil;11/11/2010;06/01/2011;4534;Sim;Sim;12/12/2010;Petróleo
1-MRK-3-RJS;C-M-560;Campos;Margem Leste;RJ;MAR;Maersk;03/11/2010;08/01/2011;2660;Não;Sim;10/12/2010;Petróleo
6-MRK-4P-RJS;C-M-560;Campos;Margem Leste;RJ;MAR;Maersk;05/12/2010;08/01/2011;3428;Sim;Sim;01/01/2011;Petróleo
1-OGX-23-RJS;S-M-270;Santos;Margem Leste;RJ;MAR;PRIO;25/10/2010;10/01/2011;5623;Não;Não;;
1-OGX-20-RJS;C-M-592;Campos;Margem Leste;RJ;MAR;PRIO;05/09/2010;13/01/2011;4200;Sim;Sim;17/09/2010;Petróleo
1-BRSA-870-SPS;S-M-1352;Santos;Margem Leste;SP;MAR;Petrobras;22/09/2010;14/01/2011;3789;Não;Sim;13/11/2010;Petróleo
1-BRSA-901-PB;RIOP-T-41;Rio do Peixe;Nova Fronteira;PB;TERRA;Petrobras;23/12/2010;14/01/2011;976;Não;Não;;
1-APL-4D-RJS;C-M-202;Campos;Margem Leste;RJ;MAR;Anadarko;10/08/2010;15/01/2011;5434;Sim;Sim;22/09/2010;Petróleo
1-OGX-22-MA;PN-T-68;Parnaíba;Nova Fronteira;MA;TERRA;Parnaíba Gás Natural;23/10/2010;24/01/2011;3144;Não;Sim;17/11/2010;Gás
1-BRSA-909-PB;RIOP-T-41;Rio do Peixe;Nova Fronteira;PB;TERRA;Petrobras;18/01/2011;25/01/2011;385;Não;Não;;
1-BRSA-885-RJS;C-M-96;Campos;Margem Leste;RJ;MAR;Petrobras;04/11/2010;26/01/2011;3313;Sim;Não;;
6-OGX-27P-RJS;C-M-466;Campos;Margem Leste;RJ;MAR;PRIO;25/12/2010;31/01/2011;3080;Sim;Não;;
3-BRSA-873-RN;BT-POT-8;Potiguar;Maduras;RN;TERRA;Petrobras;30/09/2010;06/02/2011;2584;Não;Sim;08/11/2010;Petróleo
3-BRSA-861-SPS;LPA;Santos;Margem Leste;SP;MAR;Petrobras;11/08/2010;10/02/2011;5726;Sim;Sim;20/01/2011;Petróleo
6-OGX-32P-RJS;C-M-466;Campos;Margem Leste;RJ;MAR;PRIO;16/01/2011;10/02/2011;2688;Sim;Sim;13/02/2011;Petróleo
1-OGX-28D-RJS;C-M-592;Campos;Margem Leste;RJ;MAR;PRIO;28/12/2010;11/02/2011;3920;Sim;Sim;22/01/2011;Petróleo
1-UTC-4-PB;RIOP-T-20;Rio do Peixe;Nova Fronteira;PB;TERRA;UTC Engenharia;19/01/2011;12/02/2011;1699;Não;Não;;
1-BRSA-919-PB;RIOP-T-41;Rio do Peixe;Nova Fronteira;PB;TERRA;Petrobras;08/02/2011;14/02/2011;373;Não;Não;;
1-VITA-12-ES;ES-T-466;Espírito Santo;Maduras;BA;TERRA;Vipetro;17/10/2010;16/02/2011;1457;Não;Sim;12/01/2011;Petróleo
1-STAR-18-ES;ES-T-401;Espírito Santo;Maduras;ES;TERRA;SHB;07/01/2011;19/02/2011;3091;Não;Não;;
3-BRSA-923-SPS;BM-S-9;Santos;Margem Leste;SP;MAR;Petrobras;15/02/2011;19/02/2011;3034;Não;Não;;
4-BRSA-818-RJS;BM-S-10;Santos;Margem Leste;RJ;MAR;Petrobras;30/03/2010;22/02/2011;6586;Sim;Sim;10/02/2011;Petróleo
1-OGX-31-RJS;C-M-592;Campos;Margem Leste;RJ;MAR;PRIO;14/01/2011;03/03/2011;3786;Sim;Sim;26/02/2011;Petróleo
1-BRSA-925-RJS;S-M-417;Santos;Margem Leste;RJ;MAR;Petrobras;01/03/2011;05/03/2011;2352;Não;Não;;
1-GALP-37-RN;POT-T-743;Potiguar;Maduras;RN;TERRA;Petrogal Brasil;01/02/2011;07/03/2011;1358;Não;Não;;
1-MRK-5-RJS;C-M-560;Campos;Margem Leste;RJ;MAR;Maersk;09/01/2011;07/03/2011;3175;Sim;Sim;16/02/2011;Petróleo
3-BRSA-915D-BA;REC-T-181;Recôncavo;Maduras;BA;TERRA;Petrobras;29/01/2011;08/03/2011;1635;Não;Não;;
