Nome_poço_anp,Nome_poço_operador,Campo,Bacia,Operador_atual,Operador_epoca,Ambiente,Sonda,Objetivo,Data_início,Data_término,Dias_em_intervenção
1-RR-1-AL,1RR  0001  AL,PILAR,ALAGOAS,ORIGEM ALAGOAS,ORIGEM ALAGOAS,TERRA,SONDA DE PRODUÇÃO TERRESTRE 128,Completação,14/12/2025,08/01/2026,26
1-RSM-3-ES,1RSM 0003  ES,SÃO MATEUS LESTE,ESPÍRITO SANTO,SEACREST SPE CRICARÉ,SEACREST SPE CRICARÉ,TERRA,SONDA DE PRODUÇÃO TERRESTRE 32,Abandono,23/02/2025,25/02/2025,3
1-RSU-1D-BA,1RSU 0001D BA,RIO SUBAÚMA,RECÔNCAVO,PETRORECÔNCAVO,PETRORECÔNCAVO,TERRA,PR 19,Restauração,31/01/2025,08/02/2025,9
1-SCE-1-AL,1SCE 0001  AL,SUL DE CORURIPE,ALAGOAS,PETROSYNERGY,PETROSYNERGY,TERRA,POÇO SEM SONDA,Restauração,12/11/2025,15/11/2025,4
1-SCE-1-AL,1SCE 0001  AL,SUL DE CORURIPE,ALAGOAS,PETROSYNERGY,PETROSYNERGY,TERRA,POÇO SEM SONDA,Restauração,01/07/2025,07/07/2025,7
1-SCE-1-AL,1SCE 0001  AL,SUL DE CORURIPE,ALAGOAS,PETROSYNERGY,PETROSYNERGY,TERRA,POÇO SEM SONDA,Restauração,09/01/2026,21/01/2026,13
1-SCR-2-RN,1SCR 0002  RN,SALINA CRISTAL,POTIGUAR,3R POTIGUAR,3R RNCE,TERRA,SONDA DE PRODUÇÃO TERRESTRE 109,Completação,23/06/2025,26/06/2025,4
1-SE-1-RN,1SE  0001  RN,SERRARIA,POTIGUAR,3R POTIGUAR,3R POTIGUAR,TERRA,SONDA DE PRODUÇÃO TERRESTRE 109,Restauração,04/07/2025,06/07/2025,3
1-SES-114-SE,1SES 0114  SE,GUARICEMA,SERGIPE,PETROBRAS,PETROBRAS,MAR,ADMARINE 511,Abandono,20/03/2026,31/03/2026,12
1-SMC-4-AL,1SMC 0004  AL,FURADO,ALAGOAS,ORIGEM ALAGOAS,ORIGEM ALAGOAS,TERRA,SONDA DE PRODUÇÃO TERRESTRE 116,Completação,26/09/2025,07/11/2025,43
1-SMC-4-AL,1SMC 0004  AL,FURADO,ALAGOAS,ORIGEM ALAGOAS,ORIGEM ALAGOAS,TERRA,SONDA DE PRODUÇÃO TERRESTRE 061,Completação,20/02/2025,04/04/2025,44
1-SMT-2-AM,1SMT 0002  AM,ARARACANGA,SOLIMÕES,PETROBRAS,PETROBRAS,TERRA,SONDA DE PRODUÇÃO TERRESTRE JP-25,Restauração,11/11/2025,11/12/2025,31
1-TQ-1-BA,1TQ  0001  BA,TAQUIPE,RECÔNCAVO,PETROBRAS,PETROBRAS,TERRA,SONDA DE PRODUÇÃO TERRESTRE 73,Restauração,04/04/2025,06/04/2025,3
1-TR-2-RN,1TR  0002  RN,TRAPIÁ,POTIGUAR,PETRO-VICTORY,PETRO-VICTORY,TERRA,SONDA DE PRODUÇÃO TERRESTRE 146,Avaliação,08/11/2025,16/11/2025,9
1-VITA-12-ES,1BTV1ES,BEM-TE-VI,ESPÍRITO SANTO,VIPETRO,VIPETRO,TERRA,SONDA DE PRODUÇÃO TERRESTRE PREST 102,Restauração,17/04/2025,22/04/2025,6
1-VITA-4-ES,1CQ1ES,TUCANO,ESPÍRITO SANTO,VIPETRO,VIPETRO,TERRA,SONDA DE PRODUÇÃO TERRESTRE PREST 102,Completação,20/08/2025,21/08/2025,2
1-VITA-4-ES,1CQ1ES,TUCANO,ESPÍRITO SANTO,VIPETRO,VIPETRO,TERRA,SONDA DE PRODUÇÃO TERRESTRE PREST 102,Completação,12/09/2025,23/09/2025,12
1-VITA-4-ES,1CQ1ES,TUCANO,ESPÍRITO SANTO,VIPETRO,VIPETRO,TERRA,SONDA DE PRODUÇÃO TERRESTRE PREST 102,Completação,14/10/2025,05/11/2025,23
3-AG-59-BA,3AG  0059  BA,ÁGUA GRANDE,RECÔNCAVO,3R BAHIA,3R BAHIA,TERRA,SPT-043,Abandono,01/10/2025,05/10/2025,5
3-ALV-18DA-BA,3-ALV-183-D4-ST1-BA,MURUCUTUTU,RECÔNCAVO,ALVOPETRO,ALVOPETRO,TERRA,SONDA DE PRODUÇÃO TERRESTRE 145,Completação,11/08/2025,18/08/2025,8
3-ALV-18DA-BA,3-ALV-183-D4-ST1-BA,MURUCUTUTU,RECÔNCAVO,ALVOPETRO,ALVOPETRO,TERRA,POÇO SEM SONDA,Completação,25/07/2025,10/08/2025,17
3-ALV-18DA-BA,3-ALV-183-D4-ST1-BA,MURUCUTUTU,RECÔNCAVO,ALVOPETRO,ALVOPETRO,TERRA,GREAT - 120,Perfuração,09/05/2025,27/05/2025,19
3-ALV-18D-BA,3-ALV-183-D4-BA,MURUCUTUTU,RECÔNCAVO,ALVOPETRO,ALVOPETRO,TERRA,GREAT - 120,Perfuração,09/02/2025,09/05/2025,90
3-AND-5-RN,3-PVE-3-RN,ANDORINHA,POTIGUAR,PETRO-VICTORY,PETRO-VICTORY,TERRA,DK-01,Completação,13/09/2025,15/09/2025,3
3-AND-5-RN,3-PVE-3-RN,ANDORINHA,POTIGUAR,PETRO-VICTORY,PETRO-VICTORY,TERRA,DRAKE-02,Perfuração,19/06/2025,08/07/2025,20
3-AND-5-RN,3-PVE-3-RN,ANDORINHA,POTIGUAR,PETRO-VICTORY,PETRO-VICTORY,TERRA,DK-01,Completação,11/08/2025,03/09/2025,24
3-AP-3-RN,3AP  0003  RN,CANTO DO AMARO,POTIGUAR,3R POTIGUAR,3R POTIGUAR,TERRA,ETIC-01,Restauração,24/08/2025,25/08/2025,2
3-AR-20-BA,3AR  0020  BA,ARAÇÁS,RECÔNCAVO,PETROBRAS,PETROBRAS,TERRA,UNIDADE SIMPLIFICADA DE INTERVENÇÃO 77,Restauração,19/02/2026,21/02/2026,3
3-AR-20-BA,3AR  0020  BA,ARAÇÁS,RECÔNCAVO,PETROBRAS,PETROBRAS,TERRA,SONDA DE PRODUÇÃO TERRESTRE 151,Restauração,30/04/2025,03/05/2025,4
3-AR-20-BA,3AR  0020  BA,ARAÇÁS,RECÔNCAVO,PETROBRAS,PETROBRAS,TERRA,SONDA DE PRODUÇÃO TERRESTRE 24,Restauração,10/06/2025,13/06/2025,4
3-AR-3-BA,3AR  0003  BA,ARAÇÁS,RECÔNCAVO,PETROBRAS,PETROBRAS,TERRA,SONDA DE PRODUÇÃO TERRESTRE SPT-64,Restauração,05/03/2026,31/03/2026,27
3-AR-3-BA,3AR  0003  BA,ARAÇÁS,RECÔNCAVO,PETROBRAS,PETROBRAS,TERRA,SONDA DE PRODUÇÃO TERRESTRE 22,Restauração,15/01/2026,18/02/2026,35
3-AR-4-BA,3AR  0004  BA,ARAÇÁS,RECÔNCAVO,PETROBRAS,PETROBRAS,TERRA,SONDA DE PRODUÇÃO TERRESTRE 85,Abandono,17/06/2025,18/07/2025,32
3-ATS-2-SE,3ATS 0002  SE,ATALAIA SUL,SERGIPE,CARMO,CARMO,TERRA,SONDA DE PRODUÇÃO TERRESTRE 58,Abandono,19/05/2025,28/05/2025,10
3-BA-8-BA,3BA  0008  BA,BURACICA,RECÔNCAVO,PETROBRAS,PETROBRAS,TERRA,SONDA DE PRODUÇÃO TERRESTRE 160,Restauração,30/08/2025,07/09/2025,9
3-BAL-3-RN,3BAL 0003  RN,BAIXA DO ALGODÃO,POTIGUAR,MANDACARU ENERGIA,PETRORECÔNCAVO,TERRA,SPT-PR-09 (NOV 4C-4XL),Restauração,19/09/2025,20/09/2025,2
3-BB-2D-PR,3BB  0002D PR,BARRA BONITA,PARANÁ,BARRA BONITA,BARRA BONITA,TERRA,POÇO SEM SONDA,Avaliação,06/02/2025,08/02/2025,3
3-BI-3-RJS,3BI  0003  RJS,BICUDO,CAMPOS,TRIDENT ENERGY,TRIDENT ENERGY,MAR,SIEM HELIX -1,Abandono,25/02/2025,17/03/2025,21
3-BI-4-ES,3BI  0004  ES,BARRA DO IPIRANGA,ESPÍRITO SANTO,PETROBRAS,PETROBRAS,TERRA,SONDA DE PRODUÇÃO TERRESTRE 26,Restauração,29/08/2025,06/09/2025,9
3-BR-6-RJS,3BR  0006  RJS,BARRACUDA,CAMPOS,PETROBRAS,PETROBRAS,MAR,ETESCO TAKATSUGU J,Restauração,14/02/2026,28/03/2026,43
3-BRSA-1033-RN,3MO84RN,MOSSORÓ,POTIGUAR,3R POTIGUAR,3R POTIGUAR,TERRA,SONDA DE PRODUÇÃO TERRESTRE 90,Restauração,06/02/2025,07/02/2025,2
3-BRSA-1039D-BA,3CX98DBA,CEXIS,RECÔNCAVO,3R BAHIA,3R BAHIA,TERRA,SONDA DE PRODUÇÃO TERRESTRE 127,Restauração,14/03/2026,21/03/2026,8
3-BRSA-1074-RN,3RAG8RN,PERIQUITO NORDESTE,POTIGUAR,PHOENIX ÓLEO & GÁS,PHOENIX ÓLEO & GÁS,TERRA,DK-01,Completação,15/11/2025,21/11/2025,7
3-BRSA-1074-RN,3RAG8RN,PERIQUITO NORDESTE,POTIGUAR,PHOENIX ÓLEO & GÁS,PHOENIX ÓLEO & GÁS,TERRA,DK-01,Completação,27/01/2026,05/02/2026,10
3-BRSA-1097-RN,3CS3RN,MAÇARICO,POTIGUAR,PETRORECÔNCAVO,PETRORECÔNCAVO,TERRA,POÇO SEM SONDA,Restauração,14/10/2025,14/10/2025,1
3-BRSA-1097-RN,3CS3RN,MAÇARICO,POTIGUAR,PETRORECÔNCAVO,POTIGUAR E&P S.A.,TERRA,PR 12,Completação,13/02/2025,21/02/2025,9
3-BRSA-1097-RN,3CS3RN,MAÇARICO,POTIGUAR,PETRORECÔNCAVO,PETRORECÔNCAVO,TERRA,PR 08,Completação,01/07/2025,11/07/2025,11
3-BRSA-1103-ES,3CNC16ES,CANCÃ,ESPÍRITO SANTO,SEACREST NORTE CAP,SEACREST NORTE CAP,TERRA,SPT-W01,Completação,06/10/2025,09/10/2025,4
3-BRSA-1103-ES,3CNC16ES,CANCÃ,ESPÍRITO SANTO,SEACREST NORTE CAP,SEACREST NORTE CAP,TERRA,SONDA DE PRODUÇÃO TERRESTRE 156,Completação,21/03/2025,31/03/2025,11
3-BRSA-1130-RN,3UPN40RN,UPANEMA,POTIGUAR,PETRORECÔNCAVO,PETRORECÔNCAVO,TERRA,POÇO SEM SONDA,Restauração,15/09/2025,17/09/2025,3
3-BRSA-1142D-BA,3AR350DBA,ARAÇÁS,RECÔNCAVO,PETROBRAS,PETROBRAS,TERRA,SONDA DE PRODUÇÃO TERRESTRE 24,Restauração,23/10/2025,09/11/2025,18
3-BRSA-1161-ES,3CNC17ES,CANCÃ,ESPÍRITO SANTO,SEACREST NORTE CAP,SEACREST NORTE CAP,TERRA,SONDA DE PRODUÇÃO TERRESTRE 156,Completação,08/04/2025,13/04/2025,6
3-BRSA-1177D-BA,3TQ210DBA,TAQUIPE,RECÔNCAVO,PETROBRAS,PETROBRAS,TERRA,SONDA DE PRODUÇÃO TERRESTRE 126,Restauração,22/07/2025,26/07/2025,5
3-BRSA-1177D-BA,3TQ210DBA,TAQUIPE,RECÔNCAVO,PETROBRAS,PETROBRAS,TERRA,SONDA DE PRODUÇÃO TERRESTRE 160,Restauração,17/06/2025,17/07/2025,31
3-BRSA-1200-RN,3ET1020RN,ESTREITO,POTIGUAR,3R POTIGUAR,3R POTIGUAR,TERRA,ETIC-01,Restauração,09/05/2025,10/05/2025,2
3-BRSA-1217-BA,3TQ212BA,TAQUIPE,RECÔNCAVO,PETROBRAS,PETROBRAS,TERRA,SONDA DE PRODUÇÃO TERRESTRE 115 (USI),Restauração,22/08/2025,08/09/2025,18
3-BRSA-1320-RN,3ARG900RN,ALTO DO RODRIGUES,POTIGUAR,3R POTIGUAR,3R POTIGUAR,TERRA,SONDA DE PRODUÇÃO TERRESTRE 52,Completação,21/07/2025,26/07/2025,6
3-BRSA-1323-RN,3BE36RN,BOA ESPERANÇA,POTIGUAR,PETRORECÔNCAVO,PETRORECÔNCAVO,TERRA,SPT-PR-25 (NATIONAL OIL VARCO - NOV 5XL-5C),Completação,05/12/2025,08/12/2025,4
3-BRSA-1397-RJS,3-MLS-245-RJS,MARLIM SUL,CAMPOS,PETROBRAS,PETROBRAS,MAR,DEEPWATER AQUILA,Perfuração,09/02/2026,31/03/2026,51
3-BRSA-167-RN,3BE12RN,BOA ESPERANÇA,POTIGUAR,PETRORECÔNCAVO,POTIGUAR E&P S.A.,TERRA,PR 23,Completação,31/03/2025,10/04/2025,11
3-BRSA-349-RN,3CAM950RN,CANTO DO AMARO,POTIGUAR,3R POTIGUAR,3R POTIGUAR,TERRA,SONDA DE PRODUÇÃO TERRESTRE 113,Completação,03/02/2026,20/02/2026,18
3-BRSA-414DP-BA,3FPM3DPBA,TANGARÁ,RECÔNCAVO,PETROBRAS,PETROBRAS,TERRA,SONDA DE PRODUÇÃO TERRESTRE 151,Restauração,06/03/2026,08/03/2026,3
3-BRSA-477-RN,3BJZ2RN,JUAZEIRO,POTIGUAR,PETRORECÔNCAVO,PETRORECÔNCAVO,TERRA,SPT-PR-23 (NOV 4C-4XL),Completação,20/08/2025,20/08/2025,1
3-BRSA-477-RN,3BJZ2RN,JUAZEIRO,POTIGUAR,PETRORECÔNCAVO,POTIGUAR E&P S.A.,TERRA,SONDA DE PRODUÇÃO TERRESTRE PR 03,Completação,10/03/2025,12/03/2025,3
3-BRSA-494-ES,3CBV2ES,CANCÃ,ESPÍRITO SANTO,SEACREST NORTE CAP,SEACREST NORTE CAP,TERRA,SONDA DE PRODUÇÃO TERRESTRE 156,Completação,23/06/2025,25/06/2025,3
3-BRSA-494-ES,3CBV2ES,CANCÃ,ESPÍRITO SANTO,SEACREST NORTE CAP,SEACREST NORTE CAP,TERRA,SPT-W01,Completação,20/03/2025,23/03/2025,4
3-BRSA-525D-RN,3RFQ37DRN,RIACHO DA FORQUILHA,POTIGUAR,PETRORECÔNCAVO,POTIGUAR E&P S.A.,TERRA,PR 09,Restauração,02/03/2025,04/03/2025,3
3-BRSA-608-RN,3RC7RN,TRINCA FERRO,POTIGUAR,PETRORECÔNCAVO,POTIGUAR E&P S.A.,TERRA,POÇO SEM SONDA,Restauração,07/02/2025,07/02/2025,1
3-BRSA-608-RN,3RC7RN,TRINCA FERRO,POTIGUAR,PETRORECÔNCAVO,POTIGUAR E&P S.A.,TERRA,POÇO SEM SONDA,Restauração,24/02/2025,24/02/2025,1
3-BRSA-705-RN,3CAM1060RN,CANTO DO AMARO,POTIGUAR,3R POTIGUAR,3R POTIGUAR,TERRA,SONDA DE PRODUÇÃO TERRESTRE - 105,Restauração,30/03/2026,31/03/2026,2
3-BRSA-776-RN,3RFQ45RN,RIACHO DA FORQUILHA,POTIGUAR,PETRORECÔNCAVO,PETRORECÔNCAVO,TERRA,POÇO SEM SONDA,Restauração,22/08/2025,22/08/2025,1
3-BRSA-776-RN,3RFQ45RN,RIACHO DA FORQUILHA,POTIGUAR,PETRORECÔNCAVO,PETRORECÔNCAVO,TERRA,POÇO SEM SONDA,Restauração,28/06/2025,28/06/2025,1
3-BRSA-776-RN,3RFQ45RN,RIACHO DA FORQUILHA,POTIGUAR,PETRORECÔNCAVO,PETRORECÔNCAVO,TERRA,POÇO SEM SONDA,Restauração,06/07/2025,07/07/2025,2
3-BRSA-776-RN,3RFQ45RN,RIACHO DA FORQUILHA,POTIGUAR,PETRORECÔNCAVO,POTIGUAR E&P S.A.,TERRA,POÇO SEM SONDA,Restauração,17/03/2025,19/03/2025,3
3-BRSA-776-RN,3RFQ45RN,RIACHO DA FORQUILHA,POTIGUAR,PETRORECÔNCAVO,PETRORECÔNCAVO,TERRA,SPT-PR-18 (NOV 4C-4XL),Completação,27/08/2025,13/09/2025,18
3-BRSA-788-SPS,3SPS69,SAPINHOÁ,SANTOS,PETROBRAS,PETROBRAS,MAR,DHIRUBHAI DEEPWATER KG2,Restauração,21/01/2026,22/02/2026,33
3-BRSA-794-SE,3SZ464SE,SIRIRIZINHO,SERGIPE,CARMO,CARMO,TERRA,SONDA DE PRODUÇÃO TERRESTRE 061,Restauração,30/09/2025,02/10/2025,3
3-BRSA-813-RN,3BJZ3RN,JUAZEIRO,POTIGUAR,PETRORECÔNCAVO,PETRORECÔNCAVO,TERRA,SPT-PR-25 (NATIONAL OIL VARCO - NOV 5XL-5C),Completação,20/02/2026,21/02/2026,2
3-BRSA-813-RN,3BJZ3RN,JUAZEIRO,POTIGUAR,PETRORECÔNCAVO,POTIGUAR E&P S.A.,TERRA,PR 12,Completação,30/04/2025,05/05/2025,6
3-BRSA-813-RN,3BJZ3RN,JUAZEIRO,POTIGUAR,PETRORECÔNCAVO,PETRORECÔNCAVO,TERRA,SPT-PR-08 (NOV 4C-4XL),Completação,27/02/2026,09/03/2026,11
3-BRSA-833DPA-SE,3MG92DPSE,MATO GROSSO,SERGIPE,CARMO,CARMO,TERRA,SONDA DE PRODUÇÃO TERRESTRE 143,Restauração,21/02/2026,24/02/2026,4
3-BRSA-836-SE,3MG77SE,MATO GROSSO,SERGIPE,CARMO,CARMO,TERRA,SONDA DE PRODUÇÃO TERRESTRE 82,Restauração,18/01/2026,24/01/2026,7
3-BRSA-923A-SPS,3SPS82A,SAPINHOÁ,SANTOS,PETROBRAS,PETROBRAS,MAR,DHIRUBHAI DEEPWATER KG2,Restauração,15/08/2025,29/10/2025,76
3-CAC-2-RN,3CAC 0002  RN,CACHOEIRINHA,POTIGUAR,PETRORECÔNCAVO,PETRORECÔNCAVO,TERRA,POÇO SEM SONDA,Restauração,24/01/2026,24/01/2026,1
3-CAC-2-RN,3CAC 0002  RN,CACHOEIRINHA,POTIGUAR,PETRORECÔNCAVO,POTIGUAR E&P S.A.,TERRA,POÇO SEM SONDA,Restauração,22/03/2025,22/03/2025,1
3-CAC-2-RN,3CAC 0002  RN,CACHOEIRINHA,POTIGUAR,PETRORECÔNCAVO,PETRORECÔNCAVO,TERRA,SPT-PR-03 (FALCON SR-400),Completação,01/09/2025,04/09/2025,4
3-CAC-2-RN,3CAC 0002  RN,CACHOEIRINHA,POTIGUAR,PETRORECÔNCAVO,POTIGUAR E&P S.A.,TERRA,POÇO SEM SONDA,Restauração,02/05/2025,07/05/2025,6
3-CAC-2-RN,3CAC 0002  RN,CACHOEIRINHA,POTIGUAR,PETRORECÔNCAVO,PETRORECÔNCAVO,TERRA,SPT-PR-12 (SPT-138 - IDECO CAR880),Completação,10/09/2025,18/09/2025,9
3-CAC-2-RN,3CAC 0002  RN,CACHOEIRINHA,POTIGUAR,PETRORECÔNCAVO,POTIGUAR E&P S.A.,TERRA,PR 08,Completação,13/04/2025,23/04/2025,11
3-CGL-2-BA,3CGL 0002  BA,CANTAGALO,RECÔNCAVO,PETROBRAS,PETROBRAS,TERRA,SONDA DE PRODUÇÃO TERRESTRE 157,Restauração,19/02/2025,02/04/2025,43
3-CP-11-SE,3CP  0011  SE,CARMÓPOLIS,SERGIPE,CARMO,CARMO,TERRA,SONDA DE PRODUÇÃO TERRESTRE 53,Restauração,01/10/2025,10/10/2025,10
3-CP-2-SE,3CP  0002  SE,CARMÓPOLIS,SERGIPE,CARMO,CARMO,TERRA,SONDA DE PRODUÇÃO TERRESTRE 061,Restauração,22/01/2026,28/01/2026,7
3-CS-7-BA,3CS  0007  BA,CASSARONGONGO,RECÔNCAVO,PETRORECÔNCAVO,PETRORECÔNCAVO,TERRA,PR 19,Restauração,30/06/2025,04/07/2025,5
3-CS-92-BA,3CS  0092  BA,CASSARONGONGO,RECÔNCAVO,PETRORECÔNCAVO,PETRORECÔNCAVO,TERRA,TUCANO 08,Restauração,23/02/2025,26/02/2025,4
3-CSMC-14-AL,3CSMC0014  AL,FURADO,ALAGOAS,ORIGEM ALAGOAS,ORIGEM ALAGOAS,TERRA,SONDA DE PRODUÇÃO TERRESTRE 30,Completação,16/11/2025,25/11/2025,10
3-CSMC-6-AL,3CSMC0006  AL,FURADO,ALAGOAS,ORIGEM ALAGOAS,ORIGEM ALAGOAS,TERRA,SONDA DE PRODUÇÃO TERRESTRE 108,Completação,17/12/2025,02/01/2026,17
3-CSMC-6-AL,3CSMC0006  AL,FURADO,ALAGOAS,ORIGEM ALAGOAS,ORIGEM ALAGOAS,TERRA,SONDA DE PRODUÇÃO TERRESTRE 116,Completação,31/01/2026,22/02/2026,23
3-ENV-53-MA,3-ENV-EXT42NW-MA,GAVIÃOZINHO,PARNAÍBA,ENEVA,ENEVA,TERRA,LALA-I,Perfuração,27/04/2025,08/05/2025,12
3-ENV-56A-MA,3-ENV-56A-MA,GAVIÃOZINHO,PARNAÍBA,ENEVA,ENEVA,TERRA,ENEVA EXPLORER,Perfuração,15/09/2025,29/09/2025,15
3-ENV-56-MA,3-ENV-EXT42SE-MA,GAVIÃOZINHO,PARNAÍBA,ENEVA,ENEVA,TERRA,ENEVA EXPLORER,Perfuração,03/09/2025,15/09/2025,13
3-ENV-59-MA,3-ENV-EXT42NE-MA,GAVIÃOZINHO,PARNAÍBA,ENEVA,ENEVA,TERRA,ENEVA EXPLORER,Perfuração,01/12/2025,11/12/2025,11
3-ENV-59-MA,3-ENV-EXT42NE-MA,GAVIÃOZINHO,PARNAÍBA,ENEVA,ENEVA,TERRA,POÇO SEM SONDA,Avaliação,29/12/2025,08/01/2026,11
3-ESP-1-RJS,3ESP 0001  RJS,ESPADARTE,CAMPOS,PETROBRAS,PETROBRAS,MAR,SIEM HELIX 2,Abandono,20/04/2025,08/05/2025,19
3-FAJ-3-ES,3FAJ 0003  ES,FAZENDA SÃO RAFAEL,ESPÍRITO SANTO,SEACREST NORTE CAP,SEACREST NORTE CAP,TERRA,SPT-W01,Completação,07/12/2025,08/12/2025,2
3-FAJ-3-ES,3FAJ 0003  ES,FAZENDA SÃO RAFAEL,ESPÍRITO SANTO,SEACREST NORTE CAP,SEACREST NORTE CAP,TERRA,SPT-W01,Completação,29/03/2026,31/03/2026,3
3-FAJ-3-ES,3FAJ 0003  ES,FAZENDA SÃO RAFAEL,ESPÍRITO SANTO,SEACREST NORTE CAP,SEACREST NORTE CAP,TERRA,SONDA DE PRODUÇÃO TERRESTRE 156,Completação,03/07/2025,07/07/2025,5
3-FBM-24-BA,3FBM 0024  BA,FAZENDA BÁLSAMO,RECÔNCAVO,PETROBRAS,PETROBRAS,TERRA,SONDA DE PRODUÇÃO TERRESTRE 19,Restauração,31/03/2026,31/03/2026,1
3-FBM-35-BA,3FBM 0035  BA,FAZENDA BÁLSAMO,RECÔNCAVO,PETROBRAS,PETROBRAS,TERRA,SONDA DE PRODUÇÃO TERRESTRE 159,Restauração,19/05/2025,23/05/2025,5
3-FBM-9-BA,3FBM 0009  BA,FAZENDA BÁLSAMO,RECÔNCAVO,PETROBRAS,PETROBRAS,TERRA,SONDA DE PRODUÇÃO TERRESTRE 60,Restauração,20/06/2025,27/06/2025,8
3-FI-12-BA,3FI  0012  BA,FAZENDA IMBÉ,RECÔNCAVO,PETROBRAS,PETROBRAS,TERRA,SONDA DE PRODUÇÃO TERRESTRE 74,Restauração,20/06/2025,29/06/2025,10
3-FI-5-BA,3FI  0005  BA,FAZENDA IMBÉ,RECÔNCAVO,PETROBRAS,PETROBRAS,TERRA,SONDA DE PRODUÇÃO TERRESTRE 125,Restauração,20/11/2025,24/11/2025,5
3-FI-5-BA,3FI  0005  BA,FAZENDA IMBÉ,RECÔNCAVO,PETROBRAS,PETROBRAS,TERRA,SONDA DE PRODUÇÃO TERRESTRE 74,Restauração,18/04/2025,23/04/2025,6
3-FI-8-BA,3FI  0008  BA,FAZENDA IMBÉ,RECÔNCAVO,PETROBRAS,PETROBRAS,TERRA,SONDA DE PRODUÇÃO TERRESTRE 26,Restauração,24/12/2025,02/01/2026,10
3-FI-8-BA,3FI  0008  BA,FAZENDA IMBÉ,RECÔNCAVO,PETROBRAS,PETROBRAS,TERRA,SONDA DE PRODUÇÃO TERRESTRE 26,Restauração,28/11/2025,14/12/2025,17
3-FMQ-2-RN,3FMQ 0002  RN,FAZENDA MALAQUIAS,POTIGUAR,MANDACARU ENERGIA,MANDACARU ENERGIA,TERRA,SPT-34,Completação,16/11/2025,23/11/2025,8
3-FMQ-5-RN,3FMQ 0005  RN,FAZENDA MALAQUIAS,POTIGUAR,MANDACARU ENERGIA,MANDACARU ENERGIA,TERRA,SPT-34,Completação,30/11/2025,03/12/2025,4
3-FSL-12-ES,3FSL 0012  ES,FAZENDA SANTA LUZIA,ESPÍRITO SANTO,SEACREST NORTE CAP,SEACREST NORTE CAP,TERRA,SPT-W01,Completação,16/02/2026,16/02/2026,1
3-FSL-12-ES,3FSL 0012  ES,FAZENDA SANTA LUZIA,ESPÍRITO SANTO,SEACREST NORTE CAP,SEACREST NORTE CAP,TERRA,SONDA DE PRODUÇÃO TERRESTRE 156,Completação,13/02/2026,15/02/2026,3
3-FSR-4-ES,3FSR 0004  ES,FAZENDA SÃO RAFAEL,ESPÍRITO SANTO,SEACREST NORTE CAP,SEACREST NORTE CAP,TERRA,SONDA DE PRODUÇÃO TERRESTRE 156,Abandono,17/04/2025,19/04/2025,3
3-GALP-30-RN,3BOMCONSELHO1RN,ANDORINHA,POTIGUAR,PETRO-VICTORY,PETRO-VICTORY,TERRA,SONDA DE PRODUÇÃO TERRESTRE 146,Completação,15/08/2025,01/09/2025,18
3-GTE-3D-BA,3GTE3,TIÊ,RECÔNCAVO,SPE TIÊTA,SPE TIÊTA,TERRA,PR 19,Abandono,28/01/2025,31/01/2025,4
3-IMT-3-AM,3IMT 0003  AM,LESTE DO URUCU,SOLIMÕES,PETROBRAS,PETROBRAS,TERRA,SONDA DE PRODUÇÃO TERRESTRE JP-25,Abandono,27/08/2025,21/09/2025,26
3-JA-2-AL,3JA  0002  AL,JEQUIÁ,ALAGOAS,PETROSYNERGY,PETROSYNERGY,TERRA,POÇO SEM SONDA,Restauração,14/03/2026,31/03/2026,18
3-JD-3-RN,3JD  0003  RN,JANDUÍ,POTIGUAR,PETRORECÔNCAVO,PETRORECÔNCAVO,TERRA,SPT-PR-23 (NOV 4C-4XL),Completação,17/09/2025,26/09/2025,10
3-JD-4-RN,3JD  0004  RN,JANDUÍ,POTIGUAR,PETRORECÔNCAVO,PETRORECÔNCAVO,TERRA,SPT-PR-23 (NOV 4C-4XL),Completação,04/09/2025,05/09/2025,2
3-LP-3-BA,3LP  0003  BA,LAGOA DO PAULO,RECÔNCAVO,PETRORECÔNCAVO,PETRORECÔNCAVO,TERRA,POÇO SEM SONDA,Restauração,14/06/2025,17/06/2025,4
3-LP-3-ES,3LP  0003  ES,LAGOA PARDA,ESPÍRITO SANTO,CAPIXABA ENERGIA,CAPIXABA ENERGIA,TERRA,SONDA DE PRODUÇÃO TERRESTRE 153,Completação,08/01/2026,13/01/2026,6
3-LUC-4-AM,3LUC 0004  AM,LESTE DO URUCU,SOLIMÕES,PETROBRAS,PETROBRAS,TERRA,SONDA DE PRODUÇÃO TERRESTRE JP-25,Restauração,23/09/2025,17/10/2025,25
3-LUC-9-AM,3LUC 0009  AM,LESTE DO URUCU,SOLIMÕES,PETROBRAS,PETROBRAS,TERRA,SONDA DE PRODUÇÃO TERRESTRE JP-25,Restauração,05/03/2025,21/03/2025,17
3-LV-3-RN,3LV  0003  RN,LIVRAMENTO,POTIGUAR,PETRORECÔNCAVO,PETRORECÔNCAVO,TERRA,SPT-PR-08 (NOV 4C-4XL),Restauração,19/08/2025,19/08/2025,1
3-LV-3-RN,3LV  0003  RN,LIVRAMENTO,POTIGUAR,PETRORECÔNCAVO,PETRORECÔNCAVO,TERRA,PR 08,Completação,09/08/2025,13/08/2025,5
